"Exporter","Importer","Year","App.","Taxon","Class","Order","Family","Genus","Origin","Importer.reported.quantity","Exporter.reported.quantity","Term","Unit","Purpose","Source","id","importer_country","importer_iso3","importer_code","importer_lat","importer_long","exporter_country","exporter_iso3","exporter_code","exporter_lat","exporter_long"
"HK","US",1989,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",50,NA,"ivory carvings","","","",847,"United States","USA",840,38,-97,"Hong Kong","HKG",344,22.25,114.1667
"HK","GB",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",2597,"United Kingdom","GBR",826,54,-2,"Hong Kong","HKG",344,22.25,114.1667
"HK","US",1983,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",317,NA,"ivory carvings","","","",290,"United States","USA",840,38,-97,"Hong Kong","HKG",344,22.25,114.1667
"HK","GB",1985,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",200,NA,"ivory carvings","","","",423,"United Kingdom","GBR",826,54,-2,"Hong Kong","HKG",344,22.25,114.1667
"HK","JP",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,17,"ivory carvings","","Q","O",7281,"Japan","JPN",392,36,138,"Hong Kong","HKG",344,22.25,114.1667
"HK","CA",1996,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",44,NA,"carvings","","P","O",1976,"Canada","CAN",124,60,-95,"Hong Kong","HKG",344,22.25,114.1667
"HK","CH",1988,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",4,NA,"ivory carvings","","","",688,"Switzerland","CHE",756,47,8,"Hong Kong","HKG",344,22.25,114.1667
"HK","CH",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory carvings","","Q","O",7105,"Switzerland","CHE",756,47,8,"Hong Kong","HKG",344,22.25,114.1667
"HK","US",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","T","I",5567,"United States","USA",840,38,-97,"Hong Kong","HKG",344,22.25,114.1667
"HK","US",1980,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","",107,"United States","USA",840,38,-97,"Hong Kong","HKG",344,22.25,114.1667
"HK","GB",1986,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",13,NA,"ivory pieces","","P","",531,"United Kingdom","GBR",826,54,-2,"Hong Kong","HKG",344,22.25,114.1667
"HK","US",1989,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",100,NA,"ivory carvings","","T","",845,"United States","USA",840,38,-97,"Hong Kong","HKG",344,22.25,114.1667
"HK","US",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"ivory carvings","","P","O",4243,"United States","USA",840,38,-97,"Hong Kong","HKG",344,22.25,114.1667
"HK","GB",1986,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",29,NA,"ivory carvings","","P","",527,"United Kingdom","GBR",826,54,-2,"Hong Kong","HKG",344,22.25,114.1667
"HK","CA",1981,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",2,NA,"tusks","","","",136,"Canada","CAN",124,60,-95,"Hong Kong","HKG",344,22.25,114.1667
"HK","US",1985,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"CN",32,NA,"ivory carvings","","T","",453,"United States","USA",840,38,-97,"Hong Kong","HKG",344,22.25,114.1667
"HK","GB",1986,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",24,NA,"ivory carvings","kg","P","",525,"United Kingdom","GBR",826,54,-2,"Hong Kong","HKG",344,22.25,114.1667
"HK","GB",1986,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",7,NA,"ivory pieces","kg","P","",530,"United Kingdom","GBR",826,54,-2,"Hong Kong","HKG",344,22.25,114.1667
"HK","US",1982,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory carvings","","","I",238,"United States","USA",840,38,-97,"Hong Kong","HKG",344,22.25,114.1667
"HK","CA",1996,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"tusks","","P","O",1977,"Canada","CAN",124,60,-95,"Hong Kong","HKG",344,22.25,114.1667
"HK","CA",1985,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",5,NA,"ivory carvings","","","",381,"Canada","CAN",124,60,-95,"Hong Kong","HKG",344,22.25,114.1667
"HK","US",1980,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",70,NA,"ivory carvings","","P","",106,"United States","USA",840,38,-97,"Hong Kong","HKG",344,22.25,114.1667
"HK","CH",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","T","O",3156,"Switzerland","CHE",756,47,8,"Hong Kong","HKG",344,22.25,114.1667
"HR","DK",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","E","I",4077,"Denmark","DNK",208,56,10,"Croatia","HRV",191,45.1667,15.5
"HR","SI",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","P","O",4747,"Slovenia","SVN",705,46,15,"Croatia","HRV",191,45.1667,15.5
"HR","DK",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"leather products (small)","","E","I",4078,"Denmark","DNK",208,56,10,"Croatia","HRV",191,45.1667,15.5
"HR","DK",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,4,"ivory carvings","","E","I",4374,"Denmark","DNK",208,56,10,"Croatia","HRV",191,45.1667,15.5
"HR","DK",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"tusks","","E","I",4079,"Denmark","DNK",208,56,10,"Croatia","HRV",191,45.1667,15.5
"HR","DK",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"tusks","","E","I",4375,"Denmark","DNK",208,56,10,"Croatia","HRV",191,45.1667,15.5
"HR","DK",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"hair products","","E","I",4373,"Denmark","DNK",208,56,10,"Croatia","HRV",191,45.1667,15.5
"HT","US",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"tusks","","","I",2762,"United States","USA",840,38,-97,"Haiti","HTI",332,19,-72.4167
"HT","CA",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",64,NA,"carvings","","P","O",1217,"Canada","CAN",124,60,-95,"Haiti","HTI",332,19,-72.4167
"HT","US",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","I",6555,"United States","USA",840,38,-97,"Haiti","HTI",332,19,-72.4167
"HU","CA",1986,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",2,NA,"ivory carvings","","","",477,"Canada","CAN",124,60,-95,"Hungary","HUN",348,47,20
"HU","RU",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"derivatives","","E","O",4742,"Russia","RUS",643,60,100,"Hungary","HUN",348,47,20
"HU","DE",1991,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"DE",NA,1,"ivory carvings","sets","","",1104,"Germany","DEU",276,51,9,"Hungary","HUN",348,47,20
"HU","DE",1997,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","sets","P","O",2242,"Germany","DEU",276,51,9,"Hungary","HUN",348,47,20
"HU","BE",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"derivatives","","P","O",3735,"Belgium","BEL",56,50.8333,4,"Hungary","HUN",348,47,20
"HU","US",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory carvings","","P","I",3677,"United States","USA",840,38,-97,"Hungary","HUN",348,47,20
"HU","GB",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,3,"ivory carvings","","T","O",4414,"United Kingdom","GBR",826,54,-2,"Hungary","HUN",348,47,20
"HU","IT",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","E","O",3259,"Italy","ITA",380,42.8333,12.8333,"Hungary","HUN",348,47,20
"HU","SK",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","E","I",4198,"Slovakia","SVK",703,48.6667,19.5,"Hungary","HUN",348,47,20
"HU","AU",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,10,"ivory carvings","","P","O",5079,"Australia","AUS",36,-27,133,"Hungary","HUN",348,47,20
"HU","DE",1991,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"ivory carvings","","","",1105,"Germany","DEU",276,51,9,"Hungary","HUN",348,47,20
"HU","GB",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"ivory carvings","sets","","",1256,"United Kingdom","GBR",826,54,-2,"Hungary","HUN",348,47,20
"HU","KR",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory pieces","","Q","O",7292,"Korea, Republic of","KOR",410,37,127.5,"Hungary","HUN",348,47,20
"HU","FR",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory pieces","","E","O",3533,"France","FRA",250,46,2,"Hungary","HUN",348,47,20
"HU","CN",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",3,NA,"ivory carvings","","P","O",6701,"China","CHN",156,35,105,"Hungary","HUN",348,47,20
"HU","KR",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"derivatives","","E","O",7291,"Korea, Republic of","KOR",410,37,127.5,"Hungary","HUN",348,47,20
"HU","SK",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"tusks","","E","I",4199,"Slovakia","SVK",703,48.6667,19.5,"Hungary","HUN",348,47,20
"HU","SK",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"carvings","","E","I",4197,"Slovakia","SVK",703,48.6667,19.5,"Hungary","HUN",348,47,20
"HU","CN",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,14,"derivatives","","P","O",6700,"China","CHN",156,35,105,"Hungary","HUN",348,47,20
"HU","AT",1994,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"DE",NA,1,"ivory carvings","sets","","O",1563,"Austria","AUT",40,47.3333,13.3333,"Hungary","HUN",348,47,20
"ID","GB",1984,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory carvings","kg","","",349,"United Kingdom","GBR",826,54,-2,"Indonesia","IDN",360,-5,120
"ID","CA",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"CN",1,NA,"carvings","","P","W",1218,"Canada","CAN",124,60,-95,"Indonesia","IDN",360,-5,120
"ID","NL",1987,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",38,NA,"ivory carvings","","","I",639,"Netherlands","NLD",528,52.5,5.75,"Indonesia","IDN",360,-5,120
"ID","US",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","I",3949,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","NL",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","",5809,"Netherlands","NLD",528,52.5,5.75,"Indonesia","IDN",360,-5,120
"ID","CA",1991,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"CN",2,NA,"carvings","","P","W",1069,"Canada","CAN",124,60,-95,"Indonesia","IDN",360,-5,120
"ID","US",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"tusks","","","I",1340,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","US",1995,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"tusks","","","W",1912,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","CA",1991,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",2,NA,"ivory carvings","","P","W",1070,"Canada","CAN",124,60,-95,"Indonesia","IDN",360,-5,120
"ID","US",1999,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","W",3046,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","US",1983,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","",291,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","US",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"shoes","","P","I",3950,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","CA",1983,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory carvings","","","",254,"Canada","CAN",124,60,-95,"Indonesia","IDN",360,-5,120
"ID","GB",1999,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",3,NA,"tusks","","","I",2895,"United Kingdom","GBR",826,54,-2,"Indonesia","IDN",360,-5,120
"ID","US",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","I",7820,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","BE",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",2,NA,"carvings","kg","E","O",5954,"Belgium","BEL",56,50.8333,4,"Indonesia","IDN",360,-5,120
"ID","US",1990,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory carvings","","","O",999,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","BE",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,3,"ivory carvings","","Q","O",5955,"Belgium","BEL",56,50.8333,4,"Indonesia","IDN",360,-5,120
"ID","US",1990,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,4,"ivory carvings","","","",1000,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","NL",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"carvings","","Q","O",5808,"Netherlands","NLD",528,52.5,5.75,"Indonesia","IDN",360,-5,120
"ID","US",1990,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",7,NA,"ivory carvings","","","I",998,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","CA",1997,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",5,NA,"carvings","","P","W",2210,"Canada","CAN",124,60,-95,"Indonesia","IDN",360,-5,120
"ID","US",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"TH",1,NA,"ivory carvings","","P","I",6986,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","US",1995,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","","I",1911,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","US",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"leather products (small)","","P","I",7431,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","US",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","P","I",8087,"United States","USA",840,38,-97,"Indonesia","IDN",360,-5,120
"ID","GB",1989,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",100,NA,"ivory pieces","g","P","",797,"United Kingdom","GBR",826,54,-2,"Indonesia","IDN",360,-5,120
"ID","NZ",1994,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory carvings","","","I",1658,"New Zealand","NZL",554,-41,174,"Indonesia","IDN",360,-5,120
"ID","CA",1988,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"HK",2,NA,"ivory carvings","","P","",666,"Canada","CAN",124,60,-95,"Indonesia","IDN",360,-5,120
"ID","GB",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",5,NA,"ivory carvings","","","I",5173,"United Kingdom","GBR",826,54,-2,"Indonesia","IDN",360,-5,120
"IE","US",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","I",6556,"United States","USA",840,38,-97,"Ireland","IRL",372,53,-8
"IE","GB",1995,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,4,"ivory carvings","","","O",1842,"United Kingdom","GBR",826,54,-2,"Ireland","IRL",372,53,-8
"IE","US",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,4,"ivory carvings","","E","U",8088,"United States","USA",840,38,-97,"Ireland","IRL",372,53,-8
"IE","US",1995,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory carvings","","","I",1913,"United States","USA",840,38,-97,"Ireland","IRL",372,53,-8
"IE","GB",1996,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,24,"ivory carvings","","","O",2035,"United Kingdom","GBR",826,54,-2,"Ireland","IRL",372,53,-8
"IE","GB",1981,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",34,NA,"ivory carvings","","P","",169,"United Kingdom","GBR",826,54,-2,"Ireland","IRL",372,53,-8
"IE","US",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",24,NA,"ivory carvings","","P","I",8089,"United States","USA",840,38,-97,"Ireland","IRL",372,53,-8
"IE","US",1994,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","","O",1713,"United States","USA",840,38,-97,"Ireland","IRL",372,53,-8
"IE","US",1995,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","","O",1914,"United States","USA",840,38,-97,"Ireland","IRL",372,53,-8
"IE","AU",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"TR",2,NA,"ivory carvings","","","I",5632,"Australia","AUS",36,-27,133,"Ireland","IRL",372,53,-8
"IE","JP",1994,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,10,"ivory carvings","","","O",1637,"Japan","JPN",392,36,138,"Ireland","IRL",372,53,-8
"IE","US",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",24,NA,"ivory carvings","","T","I",7821,"United States","USA",840,38,-97,"Ireland","IRL",372,53,-8
"IE","US",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory carvings","","T","I",6987,"United States","USA",840,38,-97,"Ireland","IRL",372,53,-8
"IE","US",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","sets","P","O",3951,"United States","USA",840,38,-97,"Ireland","IRL",372,53,-8
"IE","DE",1997,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,12,"ivory scraps","","","O",2243,"Germany","DEU",276,51,9,"Ireland","IRL",372,53,-8
"IE","DE",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,31,"ivory pieces","","P","O",2565,"Germany","DEU",276,51,9,"Ireland","IRL",372,53,-8
"IL","CA",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,14,"ivory carvings","","P","O",4316,"Canada","CAN",124,60,-95,"Israel","ISR",376,31.5,34.75
"IL","AT",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,2,"carvings","","Q","O",5938,"Austria","AUT",40,47.3333,13.3333,"Israel","ISR",376,31.5,34.75
"IL","US",2006,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",4,NA,"ivory carvings","","Q","O",5024,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","US",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",6,NA,"ivory carvings","","T","I",3364,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","US",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","T","I",5312,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","US",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","E","I",6557,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","ES",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","Q","O",3183,"Spain","ESP",724,40,-4,"Israel","ISR",376,31.5,34.75
"IL","CH",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"carvings","","Q","O",6296,"Switzerland","CHE",756,47,8,"Israel","ISR",376,31.5,34.75
"IL","US",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"carvings","","E","W",6220,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","NL",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory carvings","","","I",2659,"Netherlands","NLD",528,52.5,5.75,"Israel","ISR",376,31.5,34.75
"IL","DE",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","Q","O",3498,"Germany","DEU",276,51,9,"Israel","ISR",376,31.5,34.75
"IL","NZ",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",4734,"New Zealand","NZL",554,-41,174,"Israel","ISR",376,31.5,34.75
"IL","CA",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","Q","O",4317,"Canada","CAN",124,60,-95,"Israel","ISR",376,31.5,34.75
"IL","US",2006,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,4,"ivory carvings","","Q","O",5025,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","AU",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"carvings","","T","O",6613,"Australia","AUS",36,-27,133,"Israel","ISR",376,31.5,34.75
"IL","CH",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory carvings","","T","O",4627,"Switzerland","CHE",756,47,8,"Israel","ISR",376,31.5,34.75
"IL","US",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"ivory carvings","","P","O",5313,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","CH",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","O",4342,"Switzerland","CHE",756,47,8,"Israel","ISR",376,31.5,34.75
"IL","US",1999,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"ivory carvings","","T","O",3047,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","US",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"carvings","","P","I",5311,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","DE",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"carvings","","P","O",7157,"Germany","DEU",276,51,9,"Israel","ISR",376,31.5,34.75
"IL","CA",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",14,14,"ivory carvings","","P","O",4032,"Canada","CAN",124,60,-95,"Israel","ISR",376,31.5,34.75
"IL","US",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"ivory carvings","","P","O",5889,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","US",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,4,"ivory carvings","","P","O",4789,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","US",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,2,"carvings","","P","O",6221,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","GB",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",4415,"United Kingdom","GBR",826,54,-2,"Israel","ISR",376,31.5,34.75
"IL","US",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","I",6988,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","US",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,2,"carvings","","Q","O",6559,"United States","USA",840,38,-97,"Israel","ISR",376,31.5,34.75
"IL","DE",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"carvings","","P","O",7156,"Germany","DEU",276,51,9,"Israel","ISR",376,31.5,34.75
"IL","GB",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",189,NA,"carvings","","P","O",6061,"United Kingdom","GBR",826,54,-2,"Israel","ISR",376,31.5,34.75
"IL","DE",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",25,50,"ivory carvings","","Q","O",4650,"Germany","DEU",276,51,9,"Israel","ISR",376,31.5,34.75
"IL","RS",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"carvings","","P","O",6886,"Serbia","SRB",688,44,21,"Israel","ISR",376,31.5,34.75
"IL","CA",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory carvings","","Q","O",4033,"Canada","CAN",124,60,-95,"Israel","ISR",376,31.5,34.75
"IL","CA",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"carvings","","P","O",6635,"Canada","CAN",124,60,-95,"Israel","ISR",376,31.5,34.75
