"Exporter","Importer","Year","App.","Taxon","Class","Order","Family","Genus","Origin","Importer.reported.quantity","Exporter.reported.quantity","Term","Unit","Purpose","Source","id","importer_country","importer_iso3","importer_code","importer_lat","importer_long","exporter_country","exporter_iso3","exporter_code","exporter_lat","exporter_long"
"AD","FR",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",15,NA,"carvings","","T","O",6035,"France","FRA",250,46,2,"Andorra","AND",20,42.5,1.6
"AE","US",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory carvings","","Q","O",4203,"United States","USA",840,38,-97,"United Arab Emirates","ARE",784,24,54
"AE","NL",1997,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"leather products (small)","","","I",2339,"Netherlands","NLD",528,52.5,5.75,"United Arab Emirates","ARE",784,24,54
"AE","AU",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","","I",5613,"Australia","AUS",36,-27,133,"United Arab Emirates","ARE",784,24,54
"AE","FR",2013,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"carvings","","Q","W",7477,"France","FRA",250,46,2,"United Arab Emirates","ARE",784,24,54
"AE","GB",1986,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","kg","T","",505,"United Kingdom","GBR",826,54,-2,"United Arab Emirates","ARE",784,24,54
"AE","GB",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3.2,NA,"tusks","kg","E","I",7198,"United Kingdom","GBR",826,54,-2,"United Arab Emirates","ARE",784,24,54
"AE","FR",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"MO",1,NA,"carvings","","T","O",7170,"France","FRA",250,46,2,"United Arab Emirates","ARE",784,24,54
"AE","FR",2014,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"ivory carvings","","Q","O",7858,"France","FRA",250,46,2,"United Arab Emirates","ARE",784,24,54
"AE","GB",2009,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,10,"trophies","","Q","O",5932,"United Kingdom","GBR",826,54,-2,"United Arab Emirates","ARE",784,24,54
"AE","US",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",12,NA,"leather items","","T","I",1297,"United States","USA",840,38,-97,"United Arab Emirates","ARE",784,24,54
"AE","GB",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory carvings","","","I",4117,"United Kingdom","GBR",826,54,-2,"United Arab Emirates","ARE",784,24,54
"AE","AU",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"tusks","","","I",5614,"Australia","AUS",36,-27,133,"United Arab Emirates","ARE",784,24,54
"AE","GB",2014,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"ivory pieces","","Q","O",7859,"United Kingdom","GBR",826,54,-2,"United Arab Emirates","ARE",784,24,54
"AE","FR",2009,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"FR",NA,1,"tusks","","Q","O",5931,"France","FRA",250,46,2,"United Arab Emirates","ARE",784,24,54
"AE","GB",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","Q","O",7618,"United Kingdom","GBR",826,54,-2,"United Arab Emirates","ARE",784,24,54
"AE","GB",1986,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","","",506,"United Kingdom","GBR",826,54,-2,"United Arab Emirates","ARE",784,24,54
"AE","US",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","I",6507,"United States","USA",840,38,-97,"United Arab Emirates","ARE",784,24,54
"AE","AU",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"FR",22,NA,"ivory carvings","","","I",5612,"Australia","AUS",36,-27,133,"United Arab Emirates","ARE",784,24,54
"AE","GB",1990,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","g","P","",921,"United Kingdom","GBR",826,54,-2,"United Arab Emirates","ARE",784,24,54
"AE","CA",1986,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory carvings","","","",469,"Canada","CAN",124,60,-95,"United Arab Emirates","ARE",784,24,54
"AE","GB",2012,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"tusks","","E","I",7040,"United Kingdom","GBR",826,54,-2,"United Arab Emirates","ARE",784,24,54
"AE","FR",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"MO",1,NA,"ivory carvings","","Q","O",7600,"France","FRA",250,46,2,"United Arab Emirates","ARE",784,24,54
"AE","US",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"tusks","","Q","W",4204,"United States","USA",840,38,-97,"United Arab Emirates","ARE",784,24,54
"AE","FR",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"FR",1,NA,"carvings","","Q","O",5724,"France","FRA",250,46,2,"United Arab Emirates","ARE",784,24,54
"AE","GB",1985,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",4,NA,"ivory carvings","","P","",402,"United Kingdom","GBR",826,54,-2,"United Arab Emirates","ARE",784,24,54
"AE","EG",2011,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"trophies","","P","U",6597,"Egypt","EGY",818,27,30,"United Arab Emirates","ARE",784,24,54
"AF","US",1980,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",59,NA,"ivory carvings","","P","",91,"United States","USA",840,38,-97,"Afghanistan","AFG",4,33,65
"AN","US",1983,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",4,NA,"ivory carvings","","","",277,"United States","USA",840,38,-97,"Netherlands Antilles","ANT",530,12.25,-68.75
"AN","US",1995,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","","I",1879,"United States","USA",840,38,-97,"Netherlands Antilles","ANT",530,12.25,-68.75
"AN","MO",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","O",7302,"Macao","MAC",446,22.1667,113.55,"Netherlands Antilles","ANT",530,12.25,-68.75
"AO","GB",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",4,NA,"ivory carvings","","","I",4402,"United Kingdom","GBR",826,54,-2,"Angola","AGO",24,-12.5,18.5
"AO","PT",1999,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory pieces","","","I",2971,"Portugal","PRT",620,39.5,-8,"Angola","AGO",24,-12.5,18.5
"AO","CH",1987,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory carvings","","","",603,"Switzerland","CHE",756,47,8,"Angola","AGO",24,-12.5,18.5
"AO","US",1983,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",6,NA,"ivory carvings","","","",278,"United States","USA",840,38,-97,"Angola","AGO",24,-12.5,18.5
"AR","CA",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory carvings","","P","O",4308,"Canada","CAN",124,60,-95,"Argentina","ARG",32,-34,-64
"AR","US",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"tusks","","P","W",5261,"United States","USA",840,38,-97,"Argentina","ARG",32,-34,-64
"AR","CA",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","O",4024,"Canada","CAN",124,60,-95,"Argentina","ARG",32,-34,-64
"AR","IT",1996,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,2,"ivory carvings","","P","O",2044,"Italy","ITA",380,42.8333,12.8333,"Argentina","ARG",32,-34,-64
"AR","US",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",3905,"United States","USA",840,38,-97,"Argentina","ARG",32,-34,-64
"AR","GB",1999,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,66,"ivory carvings","","P","O",2881,"United Kingdom","GBR",826,54,-2,"Argentina","ARG",32,-34,-64
"AR","US",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",8,NA,"ivory carvings","","","I",1298,"United States","USA",840,38,-97,"Argentina","ARG",32,-34,-64
"AR","GB",1991,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","O",1107,"United Kingdom","GBR",826,54,-2,"Argentina","ARG",32,-34,-64
"AR","ES",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",23,NA,"carvings","","","I",4087,"Spain","ESP",724,40,-4,"Argentina","ARG",32,-34,-64
"AR","FR",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"carvings","","P","O",3807,"France","FRA",250,46,2,"Argentina","ARG",32,-34,-64
"AR","US",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",8,NA,"ivory carvings","","T","O",3622,"United States","USA",840,38,-97,"Argentina","ARG",32,-34,-64
"AR","US",1994,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,13,"ivory carvings","","P","O",1679,"United States","USA",840,38,-97,"Argentina","ARG",32,-34,-64
"AR","GB",1988,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","kg","T","",700,"United Kingdom","GBR",826,54,-2,"Argentina","ARG",32,-34,-64
"AR","ES",1996,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",2019,"Spain","ESP",724,40,-4,"Argentina","ARG",32,-34,-64
"AR","CA",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",47,NA,"ivory carvings","","P","O",3453,"Canada","CAN",124,60,-95,"Argentina","ARG",32,-34,-64
"AR","GB",1989,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory pieces","kg","P","",786,"United Kingdom","GBR",826,54,-2,"Argentina","ARG",32,-34,-64
"AR","US",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"leather items","","","I",1299,"United States","USA",840,38,-97,"Argentina","ARG",32,-34,-64
"AS","US",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","I",4494,"United States","USA",840,38,-97,"American Samoa","ASM",16,-14.3333,-170
"AT","IL",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory pieces","","Q","O",6409,"Israel","ISR",376,31.5,34.75,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",52,NA,"piano keys","","T","O",7883,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","US",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","P","I",7771,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory carvings","sets","T","O",5372,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"carvings","","Q","O",6825,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",3757,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",3,NA,"carvings","","T","O",6098,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",26,NA,"carvings","","Q","O",7271,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,3,"ivory carvings","","T","O",7524,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","sets","T","O",4701,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory carvings","","T","O",5095,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory carvings","","P","O",5673,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,52,"ivory carvings","","T","O",6646,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","US",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","sets","P","O",4754,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,8,"ivory pieces","","Q","O",4704,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",3,NA,"carvings","","Q","O",6826,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,52,"ivory carvings","","T","O",7987,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","CH",1980,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory carvings","","","",51,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","GB",1999,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","","I",2882,"United Kingdom","GBR",826,54,-2,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","O",5205,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",7,8,"ivory carvings","","E","O",4145,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,27,"ivory carvings","","Q","O",7270,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","US",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","E","O",5264,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","TR",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","Q","O",6164,"Turkey","TUR",792,39,35,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","Q","O",6645,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2006,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","sets","T","O",4935,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","ES",1993,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"ivory carvings","","","O",1436,"Spain","ESP",724,40,-4,"Austria","AUT",40,47.3333,13.3333
"AT","US",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","T","O",6509,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","US",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"SL",NA,1,"ivory carvings","","Q","O",5262,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","US",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",6178,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","T","O",6097,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","US",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",52,6,"ivory carvings","","T","O",6179,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",4,NA,"ivory carvings","","T","O",4703,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","US",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"bone carvings","","E","O",5263,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",3756,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","GB",1989,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory pieces","kg","S","",787,"United Kingdom","GBR",826,54,-2,"Austria","AUT",40,47.3333,13.3333
"AT","US",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","Q","O",5266,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","US",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",52,NA,"ivory carvings","","P","I",3623,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","CN",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"tusks","","T","O",7551,"China","CHN",156,35,105,"Austria","AUT",40,47.3333,13.3333
"AT","US",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","O",6508,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","O",5963,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","CA",1994,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"carvings","","P","O",1572,"Canada","CAN",124,60,-95,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory carvings","","Q","O",7523,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","KR",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","Q","O",7996,"Korea, Republic of","KOR",410,37,127.5,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,1,"ivory carvings","","Q","O",5373,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","CH",1983,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","","",268,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","RU",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory pieces","","Q","O",6140,"Russia","RUS",643,60,100,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","T","O",6282,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,4,"ivory pieces","","Q","O",5964,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","US",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","","I",1300,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2006,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","O",4936,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","GB",1988,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",5,NA,"ivory carvings","g","T","",701,"United Kingdom","GBR",826,54,-2,"Austria","AUT",40,47.3333,13.3333
"AT","HK",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"TZ",NA,2,"tusks","","T","O",6075,"Hong Kong","HKG",344,22.25,114.1667,"Austria","AUT",40,47.3333,13.3333
"AT","US",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",44,NA,"ivory carvings","","T","W",3906,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",8,NA,"ivory carvings","","Q","O",4702,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","TJ",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,10,"ivory carvings","","Q","O",6163,"Tajikistan","TJK",762,39,71,"Austria","AUT",40,47.3333,13.3333
"AT","US",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","E","U",5265,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","E","O",5672,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","sets","P","O",4039,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","HK",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"TZ",2,NA,"tusks","","T","O",5765,"Hong Kong","HKG",344,22.25,114.1667,"Austria","AUT",40,47.3333,13.3333
"AT","HK",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",14,11,"tusks","","T","O",7640,"Hong Kong","HKG",344,22.25,114.1667,"Austria","AUT",40,47.3333,13.3333
"AT","CH",1983,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",7,NA,"ivory carvings","kg","","",267,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","US",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory carvings","","Q","O",7379,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","HK",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory carvings","","T","O",6385,"Hong Kong","HKG",344,22.25,114.1667,"Austria","AUT",40,47.3333,13.3333
"AT","US",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",52,NA,"ivory carvings","","P","O",7378,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory pieces","","Q","O",7988,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","CH",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"tusks","","T","O",5674,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AT","GB",1985,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"CN",1,NA,"ivory carvings","sets","","",403,"United Kingdom","GBR",826,54,-2,"Austria","AUT",40,47.3333,13.3333
"AT","US",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","P","I",7377,"United States","USA",840,38,-97,"Austria","AUT",40,47.3333,13.3333
"AT","JP",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,8,"ivory carvings","","Q","O",7986,"Japan","JPN",392,36,138,"Austria","AUT",40,47.3333,13.3333
"AT","CH",1986,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,109,"ivory carvings","","","",491,"Switzerland","CHE",756,47,8,"Austria","AUT",40,47.3333,13.3333
"AU","US",1996,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","","O",2085,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","GB",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","P","U",7200,"United Kingdom","GBR",826,54,-2,"Australia","AUS",36,-27,133
"AU","CN",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,4,"tusks","","T","O",5401,"China","CHN",156,35,105,"Australia","AUS",36,-27,133
"AU","CN",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,11,"ivory carvings","","P","O",5120,"China","CHN",156,35,105,"Australia","AUS",36,-27,133
"AU","US",1982,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","",229,"United States","USA",840,38,-97,"Australia","AUS",36,-27,133
"AU","BE",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"carvings","","P","O",7056,"Belgium","BEL",56,50.8333,4,"Australia","AUS",36,-27,133
